UserID;Country;Group
3710;EU;Control
3711;NA;Control
3712;SEA;Control
3713;US;Target
3714;EU;Target
3715;NA;Target
3716;SEA;Target
3717;US;Control
3718;EU;Control
3719;NA;Control
3720;SEA;Control
3721;US;Target
3722;EU;Target
3723;NA;Target
3724;SEA;Target
3725;US;Control
3726;EU;Control
3727;NA;Control
3728;SEA;Control
3729;US;Target
3730;EU;Target
3731;NA;Target
3732;SEA;Target
3733;US;Control
3734;EU;Control
3735;NA;Control
3736;SEA;Control
3737;US;Target
3738;EU;Target
3739;NA;Target
3740;SEA;Target
3741;US;Control
3742;EU;Control
3743;NA;Control
3744;SEA;Control
3745;US;Target
3746;EU;Target
3747;NA;Target
3748;SEA;Target
3749;US;Control
3750;EU;Control
3751;NA;Control
3752;SEA;Control
3753;US;Target
3754;EU;Target
3755;NA;Target
3756;SEA;Target
3757;US;Control
3758;EU;Control
3759;NA;Control
3760;SEA;Control
3761;US;Target
3762;EU;Target
3763;NA;Target
3764;SEA;Target
3765;US;Control
3766;EU;Control
3767;NA;Control
3768;SEA;Control
3769;US;Target
3770;EU;Target
3771;NA;Target
3772;SEA;Target
3773;US;Control
3774;EU;Control
3775;NA;Control
3776;SEA;Control
3777;US;Target
3778;EU;Target
3779;NA;Target
3780;SEA;Target
3781;US;Control
3782;EU;Control
3783;NA;Control
3784;SEA;Control
3785;US;Target
3786;EU;Target
3787;NA;Target
3788;SEA;Target
3789;US;Control
3790;EU;Control
3791;NA;Control
3792;SEA;Control
3793;US;Target
3794;EU;Target
3795;NA;Target
3796;SEA;Target
3797;US;Control
3798;EU;Control
3799;NA;Control
3800;SEA;Control
3801;US;Target
3802;EU;Target
3803;NA;Target
3804;SEA;Target
3805;US;Control
3806;EU;Control
3807;NA;Control
3808;SEA;Control
3809;US;Target
3810;EU;Target
3811;NA;Target
3812;SEA;Target
3813;US;Control
3814;EU;Control
3815;NA;Control
3816;SEA;Control
3817;US;Target
3818;EU;Target
3819;NA;Target
3820;SEA;Target
3821;US;Control
3822;EU;Control
3823;NA;Control
3824;SEA;Control
3825;US;Target
3826;EU;Target
3827;NA;Target
3828;SEA;Target
3829;US;Control
3830;EU;Control
3831;NA;Control
3832;SEA;Control
3833;US;Target
3834;EU;Target
3835;NA;Target
3836;SEA;Target
3837;US;Control
3838;EU;Control
3839;NA;Control
3840;SEA;Control
3841;US;Target
3842;EU;Target
3843;NA;Target
3844;SEA;Target
3845;US;Control
3846;EU;Control
3847;NA;Control
3848;SEA;Control
3849;US;Target
3850;EU;Target
3851;NA;Target
3852;SEA;Target
3853;US;Control
3854;EU;Control
3855;NA;Control
3856;SEA;Control
3857;US;Target
3858;EU;Target
3859;NA;Target
3860;SEA;Target
3861;US;Control
3862;EU;Control
3863;NA;Control
3864;SEA;Control
3865;US;Target
3866;EU;Target
3867;NA;Target
3868;SEA;Target
3869;US;Control
3870;EU;Control
3871;NA;Control
3872;SEA;Control
3873;US;Target
3874;EU;Target
3875;NA;Target
3876;SEA;Target
3877;US;Control
3878;EU;Control
3879;NA;Control
3880;SEA;Control
3881;US;Target
3882;EU;Target
3883;NA;Target
3884;SEA;Target
3885;US;Control
3886;EU;Control
3887;NA;Control
3888;SEA;Control
3889;US;Target
3890;EU;Target
3891;NA;Target
3892;SEA;Target
3893;US;Control
3894;EU;Control
3895;NA;Control
3896;SEA;Control
3897;US;Target
3898;EU;Target
3899;NA;Target
3900;SEA;Target
3901;US;Control
3902;EU;Control
3903;NA;Control
3904;SEA;Control
3905;US;Target
3906;EU;Target
3907;NA;Target
3908;SEA;Target
3909;US;Control
3910;EU;Control
3911;NA;Control
3912;SEA;Control
3913;US;Target
3914;EU;Target
3915;NA;Target
3916;SEA;Target
3917;US;Control
3918;EU;Control
3919;NA;Control
3920;SEA;Control
3921;US;Target
3922;EU;Target
3923;NA;Target
3924;SEA;Target
3925;US;Control
3926;EU;Control
3927;NA;Control
3928;SEA;Control
3929;US;Target
3930;EU;Target
3931;NA;Target
3932;SEA;Target
3933;US;Control
3934;EU;Control
3935;NA;Control
3936;SEA;Control
3937;US;Target
3938;EU;Target
3939;NA;Target
3940;SEA;Target
3941;US;Control
3942;EU;Control
3943;NA;Control
3944;SEA;Control
3945;US;Target
3946;EU;Target
3947;NA;Target
3948;SEA;Target
3949;US;Control
3950;EU;Control
3951;NA;Control
3952;SEA;Control
3953;US;Target
3954;EU;Target
3955;NA;Target
3956;SEA;Target
3957;US;Control
3958;EU;Control
3959;NA;Control
3960;SEA;Control
3961;US;Target
3962;EU;Target
3963;NA;Target
3964;SEA;Target
3965;US;Control
3966;EU;Control
3967;NA;Control
3968;SEA;Control
3969;US;Target
3970;EU;Target
3971;NA;Target
3972;SEA;Target
3973;US;Control
3974;EU;Control
3975;NA;Control
3976;SEA;Control
3977;US;Target
3978;EU;Target
3979;NA;Target
3980;SEA;Target
3981;US;Control
3982;EU;Control
3983;NA;Control
3984;SEA;Control
3985;US;Target
3986;EU;Target
3987;NA;Target
3988;SEA;Target
3989;US;Control
3990;EU;Control
3991;NA;Control
3992;SEA;Control
3993;US;Target
3994;EU;Target
3995;NA;Target
3996;SEA;Target
3997;US;Control
3998;EU;Control
3999;NA;Control
4000;SEA;Control
4001;US;Target
4002;EU;Target
4003;NA;Target
4004;SEA;Target
4005;US;Control
4006;EU;Control
4007;NA;Control
4008;SEA;Control
4009;US;Target
4010;EU;Target
4011;NA;Target
4012;SEA;Target
4013;US;Control
4014;EU;Control
4015;NA;Control
4016;SEA;Control
4017;US;Target
4018;EU;Target
4019;NA;Target
4020;SEA;Target
4021;US;Control
4022;EU;Control
4023;NA;Control
4024;SEA;Control
4025;US;Target
4026;EU;Target
4027;NA;Target
4028;SEA;Target
4029;US;Control
4030;EU;Control
4031;NA;Control
4032;SEA;Control
4033;US;Target
4034;EU;Target
4035;NA;Target
4036;SEA;Target
4037;US;Control
4038;EU;Control
4039;NA;Control
4040;SEA;Control
4041;US;Target
4042;EU;Target
4043;NA;Target
4044;SEA;Target
4045;US;Control
4046;EU;Control
4047;NA;Control
4048;SEA;Control
4049;US;Target
4050;EU;Target
4051;NA;Target
4052;SEA;Target
4053;US;Control
4054;EU;Control
4055;NA;Control
4056;SEA;Control
4057;US;Target
4058;EU;Target
4059;NA;Target
4060;SEA;Target
4061;US;Control
4062;EU;Control
4063;NA;Control
4064;SEA;Control
4065;US;Target
4066;EU;Target
4067;NA;Target
4068;SEA;Target
4069;US;Control
4070;EU;Control
4071;NA;Control
4072;SEA;Control
4073;US;Target
4074;EU;Target
4075;NA;Target
4076;SEA;Target
4077;US;Control
4078;EU;Control
4079;NA;Control
4080;SEA;Control
4081;US;Target
4082;EU;Target
4083;NA;Target
4084;SEA;Target
4085;US;Control
4086;EU;Control
4087;NA;Control
4088;SEA;Control
4089;US;Target
4090;EU;Target
4091;NA;Target
4092;SEA;Target
4093;US;Control
4094;EU;Control
4095;NA;Control
4096;SEA;Control
4097;US;Target
4098;EU;Target
4099;NA;Target
4100;SEA;Target
4101;US;Control
4102;EU;Control
4103;NA;Control
4104;SEA;Control
4105;US;Target
4106;EU;Target
4107;NA;Target
4108;SEA;Target
4109;US;Control
4110;EU;Control
4111;NA;Control
4112;SEA;Control
4113;US;Target
4114;EU;Target
4115;NA;Target
4116;SEA;Target
4117;US;Control
4118;EU;Control
4119;NA;Control
4120;SEA;Control
4121;US;Target
4122;EU;Target
4123;NA;Target
4124;SEA;Target
4125;US;Control
4126;EU;Control
4127;NA;Control
4128;SEA;Control
4129;US;Target
4130;EU;Target
4131;NA;Target
4132;SEA;Target
4133;US;Control
4134;EU;Control
4135;NA;Control
4136;SEA;Control
4137;US;Target
4138;EU;Target
4139;NA;Target
4140;SEA;Target
4141;US;Control
4142;EU;Control
4143;NA;Control
4144;SEA;Control
4145;US;Target
4146;EU;Target
4147;NA;Target
4148;SEA;Target
4149;US;Control
4150;EU;Control
4151;NA;Control
4152;SEA;Control
4153;US;Target
4154;EU;Target
4155;NA;Target
4156;SEA;Target
4157;US;Control
4158;EU;Control
4159;NA;Control
4160;SEA;Control
4161;US;Target
4162;EU;Target
4163;NA;Target
4164;SEA;Target
4165;US;Control
4166;EU;Control
4167;NA;Control
4168;SEA;Control
4169;US;Target
4170;EU;Target
4171;NA;Target
4172;SEA;Target
4173;US;Control
4174;EU;Control
4175;NA;Control
4176;SEA;Control
4177;US;Target
4178;EU;Target
4179;NA;Target
4180;SEA;Target
4181;US;Control
4182;EU;Control
4183;NA;Control
4184;SEA;Control
4185;US;Target
4186;EU;Target
4187;NA;Target
4188;SEA;Target
4189;US;Control
4190;EU;Control
4191;NA;Control
4192;SEA;Control
4193;US;Target
4194;EU;Target
4195;NA;Target
4196;SEA;Target
4197;US;Control
4198;EU;Control
4199;NA;Control
4200;SEA;Control
4201;US;Target
4202;EU;Target
4203;NA;Target
4204;SEA;Target
4205;US;Control
4206;EU;Control
4207;NA;Control
4208;SEA;Control
4209;US;Target
4210;EU;Target
4211;NA;Target
4212;SEA;Target
4213;US;Control
4214;EU;Control
4215;NA;Control
4216;SEA;Control
4217;US;Target
4218;EU;Target
4219;NA;Target
4220;SEA;Target
4221;US;Control
4222;EU;Control
4223;NA;Control
4224;SEA;Control
4225;US;Target
4226;EU;Target
4227;NA;Target
4228;SEA;Target
4229;US;Control
4230;EU;Control
4231;NA;Control
4232;SEA;Control
4233;US;Target
4234;EU;Target
4235;NA;Target
4236;SEA;Target
4237;US;Control
4238;EU;Control
4239;NA;Control
4240;SEA;Control
4241;US;Target
4242;EU;Target
4243;NA;Target
4244;SEA;Target
4245;US;Control
4246;EU;Control
4247;NA;Control
4248;SEA;Control
4249;US;Target
4250;EU;Target
4251;NA;Target
4252;SEA;Target
4253;US;Control
4254;EU;Control
4255;NA;Control
4256;SEA;Control
4257;US;Target
4258;EU;Target
4259;NA;Target
4260;SEA;Target
4261;US;Control
4262;EU;Control
4263;NA;Control
4264;SEA;Control
4265;US;Target
4266;EU;Target
4267;NA;Target
4268;SEA;Target
4269;US;Control
4270;EU;Control
4271;NA;Control
4272;SEA;Control
4273;US;Target
4274;EU;Target
4275;NA;Target
4276;SEA;Target
4277;US;Control
4278;EU;Control
4279;NA;Control
4280;SEA;Control
4281;US;Target
4282;EU;Target
4283;NA;Target
4284;SEA;Target
4285;US;Control
4286;EU;Control
4287;NA;Control
4288;SEA;Control
4289;US;Target
4290;EU;Target
4291;NA;Target
4292;SEA;Target
4293;US;Control
4294;EU;Control
4295;NA;Control
4296;SEA;Control
4297;US;Target
4298;EU;Target
4299;NA;Target
4300;SEA;Target
4301;US;Control
4302;EU;Control
4303;NA;Control
4304;SEA;Control
4305;US;Target
4306;EU;Target
4307;NA;Target
4308;SEA;Target
4309;US;Control
4310;EU;Control
4311;NA;Control
4312;SEA;Control
4313;US;Target
4314;EU;Target
4315;NA;Target
4316;SEA;Target
4317;US;Control
4318;EU;Control
4319;NA;Control
4320;SEA;Control
4321;US;Target
4322;EU;Target
4323;NA;Target
4324;SEA;Target
4325;US;Control
4326;EU;Control
4327;NA;Control
4328;SEA;Control
4329;US;Target
4330;EU;Target
4331;NA;Target
4332;SEA;Target
4333;US;Control
4334;EU;Control
4335;NA;Control
4336;SEA;Control
4337;US;Target
4338;EU;Target
4339;NA;Target
4340;SEA;Target
4341;US;Control
4342;EU;Control
4343;NA;Control
4344;SEA;Control
4345;US;Target
4346;EU;Target
4347;NA;Target
4348;SEA;Target
4349;US;Control
4350;EU;Control
4351;NA;Control
4352;SEA;Control
4353;US;Target
4354;EU;Target
4355;NA;Target
4356;SEA;Target
4357;US;Control
4358;EU;Control
4359;NA;Control
4360;SEA;Control
4361;US;Target
4362;EU;Target
4363;NA;Target
4364;SEA;Target
4365;US;Control
4366;EU;Control
4367;NA;Control
4368;SEA;Control
4369;US;Target
4370;EU;Target
4371;NA;Target
4372;SEA;Target
4373;US;Control
4374;EU;Control
4375;NA;Control
4376;SEA;Control
4377;US;Target
4378;EU;Target
4379;NA;Target
4380;SEA;Target
4381;US;Control
4382;EU;Control
4383;NA;Control
4384;SEA;Control
4385;US;Target
4386;EU;Target
4387;NA;Target
4388;SEA;Target
4389;US;Control
4390;EU;Control
4391;NA;Control
4392;SEA;Control
4393;US;Target
4394;EU;Target
4395;NA;Target
4396;SEA;Target
4397;US;Control
4398;EU;Control
4399;NA;Control
4400;SEA;Control
4401;US;Target
4402;EU;Target
4403;NA;Target
4404;SEA;Target
4405;US;Control
4406;EU;Control
4407;NA;Control
4408;SEA;Control
4409;US;Target
4410;EU;Target
4411;NA;Target
4412;SEA;Target
4413;US;Control
4414;EU;Control
4415;NA;Control
4416;SEA;Control
4417;US;Target
4418;EU;Target
4419;NA;Target
4420;SEA;Target
4421;US;Control
4422;EU;Control
4423;NA;Control
4424;SEA;Control
4425;US;Target
4426;EU;Target
4427;NA;Target
4428;SEA;Target
4429;US;Control
4430;EU;Control
4431;NA;Control
4432;SEA;Control
4433;US;Target
4434;EU;Target
4435;NA;Target
4436;SEA;Target
4437;US;Control
4438;EU;Control
4439;NA;Control
4440;SEA;Control
4441;US;Target
4442;EU;Target
4443;NA;Target
4444;SEA;Target
4445;US;Control
4446;EU;Control
4447;NA;Control
4448;SEA;Control
4449;US;Target
4450;EU;Target
4451;NA;Target
4452;SEA;Target
4453;US;Control
4454;EU;Control
4455;NA;Control
4456;SEA;Control
4457;US;Target
4458;EU;Target
4459;NA;Target
4460;SEA;Target
4461;US;Control
4462;EU;Control
4463;NA;Control
4464;SEA;Control
4465;US;Target
4466;EU;Target
4467;NA;Target
4468;SEA;Target
4469;US;Control
4470;EU;Control
4471;NA;Control
4472;SEA;Control
4473;US;Target
4474;EU;Target
4475;NA;Target
4476;SEA;Target
4477;US;Control
4478;EU;Control
4479;NA;Control
4480;SEA;Control
4481;US;Target
4482;EU;Target
4483;NA;Target
4484;SEA;Target
4485;US;Control
4486;EU;Control
4487;NA;Control
4488;SEA;Control
4489;US;Target
4490;EU;Target
4491;NA;Target
4492;SEA;Target
4493;US;Control
4494;EU;Control
4495;NA;Control
4496;SEA;Control
4497;US;Target
4498;EU;Target
4499;NA;Target
4500;SEA;Target
4501;US;Control
4502;EU;Control
4503;NA;Control
4504;SEA;Control
4505;US;Target
4506;EU;Target
4507;NA;Target
4508;SEA;Target
4509;US;Control
4510;EU;Control
4511;NA;Control
4512;SEA;Control
4513;US;Target
4514;EU;Target
4515;NA;Target
4516;SEA;Target
4517;US;Control
4518;EU;Control
4519;NA;Control
4520;SEA;Control
4521;US;Target
4522;EU;Target
4523;NA;Target
4524;SEA;Target
4525;US;Control
4526;EU;Control
4527;NA;Control
4528;SEA;Control
4529;US;Target
4530;EU;Target
4531;NA;Target
4532;SEA;Target
4533;US;Control
4534;EU;Control
4535;NA;Control
4536;SEA;Control
4537;US;Target
4538;EU;Target
4539;NA;Target
4540;SEA;Target
4541;US;Control
4542;EU;Control
4543;NA;Control
4544;SEA;Control
4545;US;Target
4546;EU;Target
4547;NA;Target
4548;SEA;Target
4549;US;Control
4550;EU;Control
4551;NA;Control
4552;SEA;Control
4553;US;Target
4554;EU;Target
4555;NA;Target
4556;SEA;Target
4557;US;Control
4558;EU;Control
4559;NA;Control
4560;SEA;Control
4561;US;Target
4562;EU;Target
4563;NA;Target
4564;SEA;Target
4565;US;Control
4566;EU;Control
4567;NA;Control
4568;SEA;Control
4569;US;Target
4570;EU;Target
4571;NA;Target
4572;SEA;Target
4573;US;Control
4574;EU;Control
4575;NA;Control
4576;SEA;Control
4577;US;Target
4578;EU;Target
4579;NA;Target
4580;SEA;Target
4581;US;Control
4582;EU;Control
4583;NA;Control
4584;SEA;Control
4585;US;Target
4586;EU;Target
4587;NA;Target
4588;SEA;Target
4589;US;Control
4590;EU;Control
4591;NA;Control
4592;SEA;Control
4593;US;Target
4594;EU;Target
4595;NA;Target
4596;SEA;Target
4597;US;Control
4598;EU;Control
4599;NA;Control
4600;SEA;Control
4601;US;Target
4602;EU;Target
4603;NA;Target
4604;SEA;Target
4605;US;Control
4606;EU;Control
4607;NA;Control
4608;SEA;Control
4609;US;Target
4610;EU;Target
4611;NA;Target
4612;SEA;Target
4613;US;Control
4614;EU;Control
4615;NA;Control
4616;SEA;Control
4617;US;Target
4618;EU;Target
4619;NA;Target
4620;SEA;Target
4621;US;Control
4622;EU;Control
4623;NA;Control
4624;SEA;Control
4625;US;Target
4626;EU;Target
4627;NA;Target
4628;SEA;Target
4629;US;Control
4630;EU;Control
4631;NA;Control
4632;SEA;Control
4633;US;Target
4634;EU;Target
4635;NA;Target
4636;SEA;Target
4637;US;Control
4638;EU;Control
4639;NA;Control
4640;SEA;Control
4641;US;Target
4642;EU;Target
4643;NA;Target
4644;SEA;Target
4645;US;Control
4646;EU;Control
4647;NA;Control
4648;SEA;Control
4649;US;Target
4650;EU;Target
4651;NA;Target
4652;SEA;Target
4653;US;Control
4654;EU;Control
4655;NA;Control
4656;SEA;Control
4657;US;Target
4658;EU;Target
4659;NA;Target
4660;SEA;Target
4661;US;Control
4662;EU;Control
4663;NA;Control
4664;SEA;Control
4665;US;Target
4666;EU;Target
4667;NA;Target
4668;SEA;Target
4669;US;Control
4670;EU;Control
4671;NA;Control
4672;SEA;Control
4673;US;Target
4674;EU;Target
4675;NA;Target
4676;SEA;Target
4677;US;Control
4678;EU;Control
4679;NA;Control
4680;SEA;Control
4681;US;Target
4682;EU;Target
4683;NA;Target
4684;SEA;Target
4685;US;Control
4686;EU;Control
4687;NA;Control
4688;SEA;Control
4689;US;Target
4690;EU;Target
4691;NA;Target
4692;SEA;Target
4693;US;Control
4694;EU;Control
4695;NA;Control
4696;SEA;Control
4697;US;Target
4698;EU;Target
4699;NA;Target
4700;SEA;Target
4701;US;Control
4702;EU;Control
4703;NA;Control
4704;SEA;Control
4705;US;Target
4706;EU;Target
4707;NA;Target
4708;SEA;Target
4709;US;Control
4710;EU;Control
4711;NA;Control
4712;SEA;Control
4713;US;Target
4714;EU;Target
4715;NA;Target
4716;SEA;Target
4717;US;Control
4718;EU;Control
4719;NA;Control
4720;SEA;Control
4721;US;Target
4722;EU;Target
4723;NA;Target
4724;SEA;Target
4725;US;Control
4726;EU;Control
4727;NA;Control
4728;SEA;Control
4729;US;Target
4730;EU;Target
4731;NA;Target
4732;SEA;Target
4733;US;Control
4734;EU;Control
4735;NA;Control
4736;SEA;Control
4737;US;Target
4738;EU;Target
4739;NA;Target
4740;SEA;Target
4741;US;Control
4742;EU;Control
4743;NA;Control
4744;SEA;Control
4745;US;Target
4746;EU;Target
4747;NA;Target
4748;SEA;Target
4749;US;Control
4750;EU;Control
4751;NA;Control
4752;SEA;Control
4753;US;Target
4754;EU;Target
4755;NA;Target
4756;SEA;Target
4757;US;Control
4758;EU;Control
4759;NA;Control
4760;SEA;Control
4761;US;Target
4762;EU;Target
4763;NA;Target
4764;SEA;Target
4765;US;Control
4766;EU;Control
4767;NA;Control
4768;SEA;Control
4769;US;Target
4770;EU;Target
4771;NA;Target
4772;SEA;Target
4773;US;Control
4774;EU;Control
4775;NA;Control
4776;SEA;Control
4777;US;Target
4778;EU;Target
4779;NA;Target
4780;SEA;Target
4781;US;Control
4782;EU;Control
4783;NA;Control
4784;SEA;Control
4785;US;Target
4786;EU;Target
4787;NA;Target
4788;SEA;Target
4789;US;Control
4790;EU;Control
4791;NA;Control
4792;SEA;Control
4793;US;Target
4794;EU;Target
4795;NA;Target
4796;SEA;Target
4797;US;Control
4798;EU;Control
4799;NA;Control
4800;SEA;Control
4801;US;Target
4802;EU;Target
4803;NA;Target
4804;SEA;Target
4805;US;Control
4806;EU;Control
4807;NA;Control
4808;SEA;Control
4809;US;Target
4810;EU;Target
4811;NA;Target
4812;SEA;Target
4813;US;Control
4814;EU;Control
4815;NA;Control
4816;SEA;Control
4817;US;Target
4818;EU;Target
4819;NA;Target
4820;SEA;Target
4821;US;Control
4822;EU;Control
4823;NA;Control
4824;SEA;Control
4825;US;Target
4826;EU;Target
4827;NA;Target
4828;SEA;Target
4829;US;Control
4830;EU;Control
4831;NA;Control
4832;SEA;Control
4833;US;Target
4834;EU;Target
4835;NA;Target
4836;SEA;Target
4837;US;Control
4838;EU;Control
4839;NA;Control
4840;SEA;Control
4841;US;Target
4842;EU;Target
4843;NA;Target
4844;SEA;Target
4845;US;Control
4846;EU;Control
4847;NA;Control
4848;SEA;Control
4849;US;Target
4850;EU;Target
4851;NA;Target
4852;SEA;Target
4853;US;Control
4854;EU;Control
4855;NA;Control
4856;SEA;Control
4857;US;Target
4858;EU;Target
4859;NA;Target
4860;SEA;Target
4861;US;Control
4862;EU;Control
4863;NA;Control
4864;SEA;Control
4865;US;Target
4866;EU;Target
4867;NA;Target
4868;SEA;Target
4869;US;Control
4870;EU;Control
4871;NA;Control
4872;SEA;Control
4873;US;Target
4874;EU;Target
4875;NA;Target
4876;SEA;Target
4877;US;Control
4878;EU;Control
4879;NA;Control
4880;SEA;Control
4881;US;Target
4882;EU;Target
4883;NA;Target
4884;SEA;Target
4885;US;Control
4886;EU;Control
4887;NA;Control
4888;SEA;Control
4889;US;Target
4890;EU;Target
4891;NA;Target
4892;SEA;Target
4893;US;Control
4894;EU;Control
4895;NA;Control
4896;SEA;Control
4897;US;Target
4898;EU;Target
4899;NA;Target
4900;SEA;Target
4901;US;Control
4902;EU;Control
4903;NA;Control
4904;SEA;Control
4905;US;Target
4906;EU;Target
4907;NA;Target
4908;SEA;Target
4909;US;Control
4910;EU;Control
4911;NA;Control
4912;SEA;Control
4913;US;Target
4914;EU;Target
4915;NA;Target
4916;SEA;Target
4917;US;Control
4918;EU;Control
4919;NA;Control
4920;SEA;Control
4921;US;Target
4922;EU;Target
4923;NA;Target
4924;SEA;Target
4925;US;Control
4926;EU;Control
4927;NA;Control
4928;SEA;Control
4929;US;Target
4930;EU;Target
4931;NA;Target
4932;SEA;Target
4933;US;Control
4934;EU;Control
4935;NA;Control
4936;SEA;Control
4937;US;Target
4938;EU;Target
4939;NA;Target
4940;SEA;Target
4941;US;Control
4942;EU;Control
4943;NA;Control
4944;SEA;Control
4945;US;Target
4946;EU;Target
4947;NA;Target
4948;SEA;Target
4949;US;Control
4950;EU;Control
4951;NA;Control
4952;SEA;Control
4953;US;Target
4954;EU;Target
4955;NA;Target
4956;SEA;Target
4957;US;Control
4958;EU;Control
4959;NA;Control
4960;SEA;Control
4961;US;Target
4962;EU;Target
4963;NA;Target
4964;SEA;Target
4965;US;Control
4966;EU;Control
4967;NA;Control
4968;SEA;Control
4969;US;Target
4970;EU;Target
4971;NA;Target
4972;SEA;Target
4973;US;Control
4974;EU;Control
4975;NA;Control
4976;SEA;Control
4977;US;Target
4978;EU;Target
4979;NA;Target
4980;SEA;Target
4981;US;Control
4982;EU;Control
4983;NA;Control
4984;SEA;Control
4985;US;Target
4986;EU;Target
4987;NA;Target
4988;SEA;Target
4989;US;Control
4990;EU;Control
4991;NA;Control
4992;SEA;Control
4993;US;Target
4994;EU;Target
4995;NA;Target
4996;SEA;Target
4997;US;Control
4998;EU;Control
4999;NA;Control
5000;SEA;Control
5001;US;Target
5002;EU;Target
5003;NA;Target
5004;SEA;Target
5005;US;Control
5006;EU;Control
5007;NA;Control
5008;SEA;Control
5009;US;Target
5010;EU;Target
5011;NA;Target
5012;SEA;Target
5013;US;Control
5014;EU;Control
5015;NA;Control
5016;SEA;Control
5017;US;Target
5018;EU;Target
5019;NA;Target
5020;SEA;Target
5021;US;Control
5022;EU;Control
5023;NA;Control
5024;SEA;Control
5025;US;Target
5026;EU;Target
5027;NA;Target
5028;SEA;Target
5029;US;Control
5030;EU;Control
5031;NA;Control
5032;SEA;Control
5033;US;Target
5034;EU;Target
5035;NA;Target
5036;SEA;Target
5037;US;Control
5038;EU;Control
5039;NA;Control
5040;SEA;Control
5041;US;Target
5042;EU;Target
5043;NA;Target
5044;SEA;Target
5045;US;Control
5046;EU;Control
5047;NA;Control
5048;SEA;Control
5049;US;Target
5050;EU;Target
5051;NA;Target
5052;SEA;Target
5053;US;Control
5054;EU;Control
5055;NA;Control
5056;SEA;Control
5057;US;Target
5058;EU;Target
5059;NA;Target
5060;SEA;Target
5061;US;Control
5062;EU;Control
5063;NA;Control
5064;SEA;Control
5065;US;Target
5066;EU;Target
5067;NA;Target
5068;SEA;Target
5069;US;Control
5070;EU;Control
5071;NA;Control
5072;SEA;Control
5073;US;Target
5074;EU;Target
5075;NA;Target
5076;SEA;Target
5077;US;Control
5078;EU;Control
5079;NA;Control
5080;SEA;Control
5081;US;Target
5082;EU;Target
5083;NA;Target
5084;SEA;Target
5085;US;Control
5086;EU;Control
5087;NA;Control
5088;SEA;Control
5089;US;Target
5090;EU;Target
5091;NA;Target
5092;SEA;Target
5093;US;Control
5094;EU;Control
5095;NA;Control
5096;SEA;Control
5097;US;Target
5098;EU;Target
5099;NA;Target
5100;SEA;Target
5101;US;Control
5102;EU;Control
5103;NA;Control
5104;SEA;Control
5105;US;Target
5106;EU;Target
5107;NA;Target
5108;SEA;Target
5109;US;Control
5110;EU;Control
5111;NA;Control
5112;SEA;Control
5113;US;Target
5114;EU;Target
5115;NA;Target
5116;SEA;Target
5117;US;Control
5118;EU;Control
5119;NA;Control
5120;SEA;Control
5121;US;Target
5122;EU;Target
5123;NA;Target
5124;SEA;Target
5125;US;Control
5126;EU;Control
5127;NA;Control
5128;SEA;Control
5129;US;Target
5130;EU;Target
5131;NA;Target
5132;SEA;Target
5133;US;Control
5134;EU;Control
5135;NA;Control
5136;SEA;Control
5137;US;Target
5138;EU;Target
5139;NA;Target
5140;SEA;Target
5141;US;Control
5142;EU;Control
5143;NA;Control
5144;SEA;Control
5145;US;Target
5146;EU;Target
5147;NA;Target
5148;SEA;Target
5149;US;Control
5150;EU;Control
5151;NA;Control
5152;SEA;Control
5153;US;Target
5154;EU;Target
5155;NA;Target
5156;SEA;Target
5157;US;Control
5158;EU;Control
5159;NA;Control
5160;SEA;Control
5161;US;Target
5162;EU;Target
5163;NA;Target
5164;SEA;Target
5165;US;Control
5166;EU;Control
5167;NA;Control
5168;SEA;Control
5169;US;Target
5170;EU;Target
5171;NA;Target
5172;SEA;Target
5173;US;Control
5174;EU;Control
5175;NA;Control
5176;SEA;Control
5177;US;Target
5178;EU;Target
5179;NA;Target
5180;SEA;Target
5181;US;Control
5182;EU;Control
5183;NA;Control
5184;SEA;Control
5185;US;Target
5186;EU;Target
5187;NA;Target
5188;SEA;Target
5189;US;Control
5190;EU;Control
5191;NA;Control
5192;SEA;Control
5193;US;Target
5194;EU;Target
5195;NA;Target
5196;SEA;Target
5197;US;Control
5198;EU;Control
5199;NA;Control
5200;SEA;Control
5201;US;Target
5202;EU;Target
5203;NA;Target
5204;SEA;Target
5205;US;Control
5206;EU;Control
5207;NA;Control
5208;SEA;Control
5209;US;Target
5210;EU;Target
5211;NA;Target
5212;SEA;Target
5213;US;Control
5214;EU;Control
5215;NA;Control
5216;SEA;Control
5217;US;Target
5218;EU;Target
5219;NA;Target
5220;SEA;Target
5221;US;Control
5222;EU;Control
5223;NA;Control
5224;SEA;Control
5225;US;Target
5226;EU;Target
5227;NA;Target
5228;SEA;Target
5229;US;Control
5230;EU;Control
5231;NA;Control
5232;SEA;Control
5233;US;Target
5234;EU;Target
5235;NA;Target
5236;SEA;Target
5237;US;Control
5238;EU;Control
5239;NA;Control
5240;SEA;Control
5241;US;Target
5242;EU;Target
5243;NA;Target
5244;SEA;Target
5245;US;Control
5246;EU;Control
5247;NA;Control
5248;SEA;Control
5249;US;Target
5250;EU;Target
5251;NA;Target
5252;SEA;Target
5253;US;Control
5254;EU;Control
5255;NA;Control
5256;SEA;Control
5257;US;Target
5258;EU;Target
5259;NA;Target
5260;SEA;Target
5261;US;Control
5262;EU;Control
5263;NA;Control
